Year,Competition,0,1,2,3,4,5,6,7,8
2017,Warwick Open Novice 2017,Portsmouth,Recurve Women,Beth smith,Meriden,261.0,270.0,531,60,12.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Women,Heather Ford,Birmingham Uni,212.0,237.0,449,60,6.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Women,Emma Simpson,Warwick Uni,232.0,205.0,437,60,3.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Women,Sofya Benevolenskaya,Loughborough Uni,203.0,211.0,414,59,3.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Women,Aliia Lutfullina,Southampton Uni,209.0,197.0,406,59,2.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Women,Eleanor Naccarato,Birmingham Uni,202.0,194.0,396,59,5.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Women,Zoe Booth,Southampton Uni,175.0,203.0,378,58,2.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Women,Michele McNally,Loughborough Uni,181.0,188.0,369,59,3.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Women,Anna Gilbert,Warwick Uni,172.0,196.0,368,58,3.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Women,Melissa Knapton,Warwick Uni,152.0,180.0,332,58,1.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Women,Heather Clark,Warwick Uni,136.0,186.0,322,57,1.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Women,Yanna Fidai,Southampton Uni,132.0,186.0,318,56,3.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Women,Georgina Sutton,Southampton Uni,135.0,138.0,273,53,1.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Women,Sara Veneziale,Warwick Uni,131.0,138.0,269,52,0.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Women,Jasmine-Alicia Clements,Loughborough Uni,136.0,125.0,261,51,0.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Women,Fiona Stanley,Warwick Uni,104.0,119.0,223,41,2.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Women,Ivana Babicova,Derby Uni,103.0,114.0,217,46,0.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Women,Shaunna May,Derby Uni,90.0,93.0,183,40,0.0
2017,Warwick Open Novice 2017,Portsmouth,Recurve Women,Elizabeth Dreksler,Loughborough Uni,,,DNS,,
2017,Warwick Open Novice 2017,Portsmouth,Recurve Women,Philippa White,Derby Uni,,,DNS,,
2017,Warwick Open Novice 2017,Portsmouth,Recurve Women,Irina Vasilescu,Southampton Uni,,,DNS,,
2017,Warwick Open Novice 2017,Portsmouth,Recurve Women,Alexa Wittkop,Warwick Uni,,,DNS,,
2017,Warwick Open Novice 2017,Portsmouth,Recurve Women,Amalia Moreno Calderon,Warwick Uni,105.0,15.0,120,Retired,
2017,Warwick Open Novice 2017,Portsmouth,Barebow Men,Li Tee,Loughborough Uni,175.0,205.0,380,59,2.0
2017,Warwick Open Novice 2017,Portsmouth,Barebow Men,Jacob Gordon,Warwick Uni,165.0,167.0,332,58,1.0
2017,Warwick Open Novice 2017,Portsmouth,Barebow Men,Timothy Smith,Warwick Uni,146.0,147.0,293,52,1.0
2017,Warwick Open Novice 2017,Portsmouth,Barebow Men,Nohr del la Bursi,Birmingham Uni,129.0,158.0,287,50,4.0
2017,Warwick Open Novice 2017,Portsmouth,Barebow Men,Joseph Harrison,Birmingham Uni,102.0,168.0,270,51,1.0
2017,Warwick Open Novice 2017,Portsmouth,Barebow Men,Tamas Hontvari,Warwick Uni,97.0,148.0,245,43,1.0
2017,Warwick Open Novice 2017,Portsmouth,Barebow Women,Anna Barlow,Birmingham Uni,188.0,167.0,355,57,3.0
2017,Warwick Open Novice 2017,Portsmouth,Barebow Women,Sophie McKay,Loughborough Uni,174.0,164.0,338,58,1.0
2017,Warwick Open Novice 2017,Portsmouth,Barebow Women,Camilia Carr,Birmingham Uni,144.0,137.0,281,52,3.0
2017,Warwick Open Novice 2017,Portsmouth,Barebow Women,Florence Mountain,Loughborough Uni,87.0,75.0,162,32,0.0
