Year,Competition,0,1,2,3,4,5,6,7,8
2012,COAS Indoors 2012,Portsmouth,Recurve Women,Eva Gronbech,Oxford,217,211,428,59,3
2012,COAS Indoors 2012,Portsmouth,Recurve Women,Penny Hatton,Bampton,204,219,423,59,10
2012,COAS Indoors 2012,Portsmouth,Recurve Women,Jie Gao,Oxford Uni,197,166,363,57,5
2012,COAS Indoors 2012,Portsmouth,Recurve Women,Brittany Allesandro,Oxford Uni,135,104,239,50,2
2012,COAS Indoors 2012,Portsmouth,Recurve Women,Adjoa Smalls-Mantey,Oxford Uni,79,107,186,42,1
2012,COAS Indoors 2012,Portsmouth,Compound Men,Ben Glover,Oxford Uni,278,284,562,60,22
2012,COAS Indoors 2012,Portsmouth,Compound Men,Nigel Parkin,Oxford,279,281,560,60,21
2012,COAS Indoors 2012,Portsmouth,Compound Men,John Royal,Oxford,278,279,557,60,17
2012,COAS Indoors 2012,Portsmouth,Compound Women,Nichola Simpson,Oxford,292,289,581,60,41
2012,COAS Indoors 2012,Portsmouth,Compound Women,Nat Merry,Oxford,287,288,575,60,35
2012,COAS Indoors 2012,Portsmouth,Compound Women,Kat Baier,Oxford,281,281,562,60,23
2012,COAS Indoors 2012,Portsmouth,Longbow Men,Roy Goddard,South Oxon,206,160,366,57,4
2012,COAS Indoors 2012,Portsmouth,Longbow Men,David Coates,Oxford,135,133,268,48,2
2012,COAS Indoors 2012,Portsmouth,Longbow Men,Euan McGill,Windrush,123,137,260,48,3
2012,COAS Indoors 2012,Portsmouth,Longbow Men,Bob McGregor,Windrush,124,117,241,48,4
2012,COAS Indoors 2012,Portsmouth,Longbow Men,Derrick Cox,Oxford,93,148,241,47,1
2012,COAS Indoors 2012,Portsmouth,Longbow Women,Julia Gynn,Silver Arrow (Guest),82,114,196,37,1
2012,COAS Indoors 2012,Portsmouth,Barebow Men,Michael King,South Oxon,178,161,339,58,3
2012,COAS Indoors 2012,Portsmouth,Barebow Women,Annie White,Oxford Uni,142,171,313,59,1
2012,COAS Indoors 2012,Portsmouth,Recurve Junior Men,Ben Loftus,Bampton,161,158,319,54,4
2012,COAS Indoors 2012,Portsmouth,Recurve Junior Men,Ryan Ruane,Windrush,139,176,315,53,2
2012,COAS Indoors 2012,Portsmouth,Recurve Junior Men,Tom Bickley,Windrush,180,122,302,55,2
2012,COAS Indoors 2012,Portsmouth,Recurve Junior Men,Connor Loftus,Bampton,114,122,236,46,0
2012,COAS Indoors 2012,Portsmouth,Recurve Junior Men,Samuel Poynton,Oxford,66,73,139,28,1
